FBgn0031208	CR11023   	chr2L     	7529      	9484      	+         	7529      	1.35995948996221	in        	PcG1      	chr2L     	5001      	20000     
FBgn0032135	GlcAT-S   	chr2L     	9616469   	9623109   	+         	9616469   	-0.195768736955704	in        	PcG21     	chr2L     	9566000   	9621000   
FBgn0032136	Apoltp    	chr2L     	9634179   	9656026   	+         	9634179   	0.261632839097406	in        	Null72    	chr2L     	9621000   	9698000   
FBgn0000273	Pka-C1    	chr2L     	9682315   	9699297   	-         	9699297   	-0.614070859637035	in        	Active55  	chr2L     	9698000   	9718000   
FBgn0286786	hoip      	chr2L     	9699791   	9700459   	+         	9699791   	-0.182199852534184	in        	Active55  	chr2L     	9698000   	9718000   
FBgn0011207	pelo      	chr2L     	9700810   	9708883   	+         	9700810   	-0.140767568942194	in        	Active55  	chr2L     	9698000   	9718000   
FBgn0051710	CG31710   	chr2L     	9702442   	9705954   	-         	9705954   	-0.357385350428964	in        	Active55  	chr2L     	9698000   	9718000   
FBgn0032138	CG4364    	chr2L     	9708921   	9711271   	-         	9711271   	0.325667353988078	in        	Active55  	chr2L     	9698000   	9718000   
FBgn0028704	Nckx30C   	chr2L     	9711512   	9746495   	-         	9746495   	4.67047316773195	in        	Null73    	chr2L     	9718000   	9758000   
FBgn0032139	CG13116   	chr2L     	9729940   	9730945   	+         	9729940   	-1.21454151714099	in        	Null73    	chr2L     	9718000   	9758000   
FBgn0032140	CG13117   	chr2L     	9736645   	9737949   	+         	9736645   	0.81888590810153	in        	Null73    	chr2L     	9718000   	9758000   
FBgn0015035	Cyp4e3    	chr2L     	9747839   	9750071   	-         	9750071   	-0.590180674915043	in        	Null73    	chr2L     	9718000   	9758000   
FBgn0270924	zf30C     	chr2L     	9758342   	9762375   	+         	9758342   	-0.0764728776865263	in        	Active56  	chr2L     	9758000   	9793000   
FBgn0011291	Taf11     	chr2L     	9762424   	9763262   	-         	9763262   	-0.00523981414511678	in        	Active56  	chr2L     	9758000   	9793000   
FBgn0283478	und       	chr2L     	9763369   	9765338   	+         	9763369   	-0.00468357438675582	in        	Active56  	chr2L     	9758000   	9793000   
FBgn0265001	ppk18     	chr2L     	9765357   	9770996   	-         	9770996   	1.6075760534904	in        	Active56  	chr2L     	9758000   	9793000   
FBgn0032143	CG4017    	chr2L     	9767058   	9768727   	+         	9767058   	-2.10658235536074	in        	Active56  	chr2L     	9758000   	9793000   
FBgn0032144	CG17633   	chr2L     	9769060   	9770409   	+         	9769060   	6.46112039389014	in        	Active56  	chr2L     	9758000   	9793000   
FBgn0032147	IP3K1     	chr2L     	9782384   	9788499   	+         	9782384   	0.373324895148041	in        	Active56  	chr2L     	9758000   	9793000   
FBgn0285991	hpRNA:CR18854	chr2L     	9787294   	9790745   	-         	9790745   	-0.294108692233823	in        	Active56  	chr2L     	9758000   	9793000   
FBgn0032149	CG4036    	chr2L     	9790882   	9791958   	+         	9790882   	-0.204812948707009	in        	Active56  	chr2L     	9758000   	9793000   
FBgn0032150	CG13123   	chr2L     	9791961   	9793107   	-         	9793107   	0.0156416954200819	in        	Null74    	chr2L     	9793000   	9887000   
FBgn0032151	nAChRalpha6	chr2L     	9793317   	9886250   	-         	9886250   	2.7950019372642	in        	Null74    	chr2L     	9793000   	9887000   
FBgn0029174	Fkbp59    	chr2L     	9888005   	9890119   	+         	9888005   	-0.0665946079514486	1005out   	Null74    	chr2L     	9793000   	9887000   
FBgn0085212	CG34183   	chr2L     	9890061   	9890772   	-         	9890772   	-0.227324598721933	3772out   	Null74    	chr2L     	9793000   	9887000   
FBgn0032153	CG4537    	chr2L     	9890885   	9891336   	+         	9890885   	0.0324062816109892	3885out   	Null74    	chr2L     	9793000   	9887000   
FBgn0032154	mtDNA-helicase	chr2L     	9891255   	9893446   	-         	9893446   	0.218348870537782	6446out   	NA        	NA        	NA        	NA        
FBgn0063449	Uhg2      	chr2L     	9893805   	9895003   	-         	9895003   	-0.257660803439039	8003out   	NA        	NA        	NA        	NA        
FBgn0025881	snoRNA:Me18S-A1576	chr2L     	9894795   	9894907   	-         	9894907   	-0.498525305900773	7907out   	NA        	NA        	NA        	NA        
FBgn0010520	Bka       	chr2L     	9895287   	9896104   	+         	9895287   	-0.0460837934057106	8287out   	NA        	NA        	NA        	NA        
FBgn0004867	RpS2      	chr2L     	9896265   	9897552   	-         	9897552   	-0.106446807617905	10552out  	NA        	NA        	NA        	NA        
FBgn0053300	Muc30E    	chr2L     	9897820   	9903128   	-         	9903128   	3.21887536776274	14872out  	NA        	NA        	NA        	NA        
FBgn0032156	CG13124   	chr2L     	9903279   	9908633   	-         	9908633   	0.864522973907207	9367out   	NA        	NA        	NA        	NA        
FBgn0032157	Etl1      	chr2L     	9908830   	9912608   	-         	9912608   	-0.0708585701430328	5392out   	NA        	NA        	NA        	NA        
FBgn0024285	Srp54     	chr2L     	9912911   	9915044   	+         	9912911   	0.22053440675651	5089out   	NA        	NA        	NA        	NA        
FBgn0040064	yip2      	chr2L     	9915253   	9917220   	+         	9915253   	0.186738809167056	2747out   	Active57  	chr2L     	9918000   	9967000   
FBgn0025700	CG5885    	chr2L     	9917221   	9918330   	-         	9918330   	-0.326812247613524	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032160	CG4598    	chr2L     	9918618   	9920120   	+         	9918618   	-0.0601495709204964	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032161	CG4594    	chr2L     	9920160   	9921459   	+         	9920160   	-0.276484042352065	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032162	CG4592    	chr2L     	9921633   	9922860   	+         	9921633   	-0.262989571924652	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0259712	CG42366   	chr2L     	9925161   	9930378   	+         	9925161   	2.40585352356477	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0051712	CG31712   	chr2L     	9934767   	9938134   	-         	9938134   	0.239454587626266	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0266359	asRNA:CR45007	chr2L     	9937232   	9938833   	+         	9937232   	-0.242432433785311	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0287788	Datp      	chr2L     	9938178   	9938790   	-         	9938790   	-0.117622582128612	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032166	CG4619    	chr2L     	9938863   	9943058   	+         	9938863   	-0.204348804376428	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032167	CG5853    	chr2L     	9940773   	9947648   	-         	9947648   	-0.120453167927565	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0267611	lncRNA:CR45949	chr2L     	9948908   	9951122   	+         	9948908   	-1.87436888393611	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032168	CG13126   	chr2L     	9952072   	9954181   	-         	9954181   	-0.0773963611978756	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032169	CG4709    	chr2L     	9954325   	9956176   	+         	9954325   	-0.0342800764383545	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032171	CG5846    	chr2L     	9956175   	9957237   	-         	9957237   	-0.0634388368447146	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032170	CG4658    	chr2L     	9957132   	9960168   	+         	9957132   	0.193064602392103	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0032172	CG5850    	chr2L     	9959248   	9963949   	-         	9963949   	-0.0781662065456679	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0263766	asRNA:CR43683	chr2L     	9961018   	9962104   	+         	9961018   	0.0152072540976761	in        	Active57  	chr2L     	9918000   	9967000   
FBgn0015664	Dref      	chr2L     	9964147   	9967229   	-         	9967229   	-0.197813269420663	in        	Active58  	chr2L     	9967000   	9970000   
FBgn0011272	RpL13     	chr2L     	9967313   	9968645   	+         	9967313   	0.0795389947777898	in        	Active58  	chr2L     	9967000   	9970000   
FBgn0000180	bib       	chr2L     	9984645   	9995538   	+         	9984645   	-0.57489578616342	in        	Active59  	chr2L     	9976000   	10009000  
FBgn0051875	CG31875   	chr2L     	9995561   	10002736  	-         	10002736  	1.00182286030196	in        	Active59  	chr2L     	9976000   	10009000  
FBgn0051755	SoYb      	chr2L     	9996706   	10002736  	-         	10002736  	0.27368848714389	in        	Active59  	chr2L     	9976000   	10009000  
FBgn0043456	Ndf       	chr2L     	10003832  	10008889  	+         	10003832  	-0.247922471023828	in        	Active59  	chr2L     	9976000   	10009000  
FBgn0011584	Trp1      	chr2L     	10009381  	10013170  	+         	10009381  	-0.113097391504647	in        	Null75    	chr2L     	10009000  	10054000  
FBgn0027600	obst-B    	chr2L     	10032690  	10038954  	+         	10032690  	0.346259135972983	in        	Null75    	chr2L     	10009000  	10054000  
FBgn0053301	CG33301   	chr2L     	10049580  	10051201  	+         	10049580  	-0.385202013833989	in        	Null75    	chr2L     	10009000  	10054000  
FBgn0053302	Cpr31A    	chr2L     	10054213  	10055935  	+         	10054213  	-1.696395776884	213out    	Null75    	chr2L     	10009000  	10054000  
FBgn0287720	Pen       	chr2L     	10056900  	10060095  	+         	10056900  	-0.183875844794611	2900out   	Null75    	chr2L     	10009000  	10054000  
FBgn0032178	Spn31A    	chr2L     	10060816  	10063925  	+         	10060816  	2.0436514483808	6816out   	NA        	NA        	NA        	NA        
FBgn0032184	CG13135   	chr2L     	10122129  	10122771  	-         	10122771  	2.0745012130942	in        	Null76    	chr2L     	10072000  	10141000  
FBgn0032187	CG4839    	chr2L     	10144776  	10156407  	+         	10144776  	1.27075318850504	3776out   	Null76    	chr2L     	10072000  	10141000  
FBgn0028675	Sur       	chr2L     	10182557  	10199117  	-         	10199117  	1.09374874944782	in        	Null77    	chr2L     	10168000  	10200000  
FBgn0032189	Ripalpha  	chr2L     	10199401  	10200974  	-         	10200974  	-0.0688204220643017	in        	Active60  	chr2L     	10200000  	10221000  
FBgn0005593	RpL7      	chr2L     	10201004  	10202321  	+         	10201004  	0.0158389948835612	in        	Active60  	chr2L     	10200000  	10221000  
FBgn0085188	CG34159   	chr2L     	10202520  	10204317  	-         	10204317  	-0.154047163659443	in        	Active60  	chr2L     	10200000  	10221000  
FBgn0032191	Snx17     	chr2L     	10204757  	10206961  	-         	10206961  	-0.0895903422442586	in        	Active60  	chr2L     	10200000  	10221000  
FBgn0032192	CG5731    	chr2L     	10207085  	10209744  	-         	10209744  	0.478760523732381	in        	Active60  	chr2L     	10200000  	10221000  
FBgn0266139	lncRNA:CR44845	chr2L     	10208741  	10209786  	+         	10208741  	0.545723979340419	in        	Active60  	chr2L     	10200000  	10221000  
FBgn0032193	CG5727    	chr2L     	10209853  	10210681  	-         	10210681  	0.202119154771658	in        	Active60  	chr2L     	10200000  	10221000  
FBgn0032194	CG4901    	chr2L     	10211143  	10213721  	+         	10211143  	0.0363376276648527	in        	Active60  	chr2L     	10200000  	10221000  
FBgn0024320	Npc1a     	chr2L     	10213812  	10221216  	-         	10221216  	0.065100432362788	in        	Active60  	chr2L     	10200000  	10221000  
FBgn0250843	Prosalpha6	chr2L     	10221351  	10222546  	+         	10221351  	-0.122126647838518	351out    	Active60  	chr2L     	10200000  	10221000  
FBgn0032195	CG4908    	chr2L     	10222657  	10224447  	+         	10222657  	-0.0403420982436171	1657out   	Active60  	chr2L     	10200000  	10221000  
FBgn0032196	CG5708    	chr2L     	10224457  	10226808  	-         	10226808  	-0.000220327239974518	5808out   	NA        	NA        	NA        	NA        
FBgn0032197	ova       	chr2L     	10227760  	10231692  	-         	10231692  	-0.149529794749156	6308out   	NA        	NA        	NA        	NA        
FBgn0032198	eEF1delta 	chr2L     	10232507  	10234450  	+         	10232507  	-0.0854522737142871	5493out   	NA        	NA        	NA        	NA        
FBgn0051720	mthl15    	chr2L     	10234585  	10238317  	-         	10238317  	0.569010831213651	in        	Active61  	chr2L     	10238000  	10260000  
FBgn0004419	me31B     	chr2L     	10239341  	10242172  	+         	10239341  	-0.0700721188449821	in        	Active61  	chr2L     	10238000  	10260000  
FBgn0024248	chico     	chr2L     	10242512  	10247078  	-         	10247078  	0.0149886318016536	in        	Active61  	chr2L     	10238000  	10260000  
FBgn0000229	bsk       	chr2L     	10247502  	10250501  	-         	10250501  	-0.0711009180665399	in        	Active61  	chr2L     	10238000  	10260000  
FBgn0051717	CG31717   	chr2L     	10250737  	10251714  	+         	10250737  	0.155078735603266	in        	Active61  	chr2L     	10238000  	10260000  
FBgn0010407	Ror       	chr2L     	10251843  	10254686  	+         	10251843  	0.778166061252901	in        	Active61  	chr2L     	10238000  	10260000  
FBgn0032200	CG5676    	chr2L     	10254610  	10255891  	-         	10255891  	-0.0388985589819188	in        	Active61  	chr2L     	10238000  	10260000  
FBgn0026379	Pten      	chr2L     	10256319  	10261049  	-         	10261049  	-0.113334218675103	in        	Active61  	chr2L     	10238000  	10260000  
FBgn0011305	Rsf1      	chr2L     	10261795  	10263554  	-         	10263554  	-0.266811061603499	3554out   	Active61  	chr2L     	10238000  	10260000  
FBgn0032202	REPTOR-BP 	chr2L     	10264125  	10265229  	+         	10264125  	0.585630433841629	4125out   	Active61  	chr2L     	10238000  	10260000  
FBgn0259482	Mob3      	chr2L     	10265336  	10266570  	+         	10265336  	0.156814227845938	5336out   	NA        	NA        	NA        	NA        
FBgn0032204	CG4953    	chr2L     	10266703  	10268748  	+         	10266703  	0.0384199731056417	6703out   	NA        	NA        	NA        	NA        
FBgn0032205	CG4957    	chr2L     	10268872  	10269904  	+         	10268872  	0.417832417221922	6128out   	NA        	NA        	NA        	NA        
FBgn0260750	Mulk      	chr2L     	10270051  	10271465  	+         	10270051  	0.0979993961706175	4949out   	PcG22     	chr2L     	10275000  	10299000  
FBgn0260749	Utx       	chr2L     	10272325  	10278811  	-         	10278811  	-0.105942865885808	in        	PcG22     	chr2L     	10275000  	10299000  
FBgn0054043	CG34043   	chr2L     	10278951  	10280872  	-         	10280872  	0.0238763825973713	in        	PcG22     	chr2L     	10275000  	10299000  
FBgn0032208	Ufd4      	chr2L     	10281943  	10292365  	-         	10292365  	-0.0356069755721834	in        	PcG22     	chr2L     	10275000  	10299000  
FBgn0032209	Hand      	chr2L     	10292679  	10295385  	-         	10295385  	3.84058375097582	in        	PcG22     	chr2L     	10275000  	10299000  
FBgn0032210	CYLD      	chr2L     	10295859  	10299847  	-         	10299847  	0.124481266407518	in        	Het6      	chr2L     	10299000  	10355000  
FBgn0032211	CG13138   	chr2L     	10299977  	10302018  	-         	10302018  	2.91695943045252	in        	Het6      	chr2L     	10299000  	10355000  
