seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_SUMOnub3	WD_NOnub1	WD_NOnub2	WD_NOnub3
chr2R	11452801	11453013	213	*	4.60734074185778	3.93510875223718	5.06411001855365	-1.05100062736311	0.0111650868117562	0.01465417644043	11.31	13.02	21.57	31.48	39.14	29.74
chr3R	25079278	25079306	29	*	3.75203882986762	2.69860153606076	4.35438278514464	-1.53707614094308	0.0112676403137515	0.0147687117273867	12.72	4.8	1.96	20.46	21.08	19.83
chr3L	2867652	2867823	172	*	4.63417175803459	3.94570502144052	5.09830365395832	-1.11231062711479	0.0114629789496271	0.0150043870804061	12.72	10.96	22.55	25.18	34.63	42.96
chr2R	12970289	12970574	286	*	4.57304614725372	3.23722365383641	5.25457084361863	-1.73772322939971	0.0115220087379829	0.0150612455221807	15.55	0	12.74	45.64	39.14	29.74
chr2L	16269009	16269409	401	*	5.30784360993639	2.89516985034137	6.16557985908376	-2.20957476827399	0.0117645229420206	0.0153574718405296	5.65	0	16.67	81.84	81.3	52.21
chr2L	490960	491289	330	*	4.58860073809156	3.81732217977998	5.08848691972111	-1.14005515343865	0.0120886671827721	0.0157593151127636	5.65	15.07	21.57	36.2	36.13	29.74
chr2R	20587337	20587759	423	*	4.70789194240908	4.04607978825945	5.15987174765781	-1.04170341612123	0.0123116742139482	0.0160284060521212	12.72	12.33	24.51	36.2	40.65	30.4
chr3L	1730146	1730465	320	*	4.59936817240079	3.6900279933164	5.15279892285732	-1.32513383653256	0.0123513490460352	0.0160584161217632	7.07	6.17	25.49	39.34	37.64	29.74
chr2R	1526752	1527380	629	*	5.48974363034335	4.84388813821378	5.93429017214075	-1.03035342411263	0.0124713557118162	0.0161926473355033	31.09	17.81	37.25	78.69	67.75	37.01
chr2R	2565010	2565679	670	*	5.1357745327829	4.28187808410701	5.66855189585874	-1.2571690224124	0.0125304920414481	0.016247591022871	8.48	11.65	38.23	61.38	54.2	37.01
chr3R	25080311	25080867	557	*	5.59813954422672	5.13704702153974	5.9470110778791	-0.814623501887446	0.0127730729977966	0.016539930986423	45.22	26.03	34.31	53.51	70.76	60.81
chr3R	4952276	4952594	319	*	4.35183182790927	3.4046917583361	4.91873501671384	-1.3326178794588	0.0129135116870524	0.0166994006555457	4.24	8.91	18.63	42.49	27.1	21.15
chr2L	3557843	3558143	301	*	4.63834037033458	3.77656295510686	5.17412042951038	-1.28837308371745	0.0130076471993849	0.0167986459820933	8.48	6.17	26.47	36.2	33.12	39
chr3R	18916677	18917039	363	*	5.22672892083979	4.66710956666759	5.62892592112594	-0.911501825420976	0.0134445524650025	0.0173397031791621	19.79	19.18	37.25	56.66	48.18	43.62
chr4	136232	136347	116	*	3.61015305746597	2.33729720182048	4.27569158787704	-1.67825340851798	0.0135867021514797	0.0174924883069738	5.65	0.69	8.82	17.31	25.59	15.2
chr3R	6903590	6903990	401	*	5.27231740019755	4.47243704998531	5.78388986730945	-1.25183291800773	0.0135992326278855	0.0174924883069738	42.4	7.54	16.67	62.95	58.72	43.62
chr3L	246445	246880	436	*	5.4072332844332	4.95072025548364	5.75348616755193	-0.792489380834828	0.014217549514981	0.0182635011056804	36.74	24.66	31.37	50.36	63.23	48.25
chr3R	10528563	10529217	655	*	5.62034408948418	5.09405286391479	6.00512623101791	-0.838297923527696	0.0143403940767582	0.0183968402100244	26.85	38.36	37.25	73.97	73.77	44.94
chr2R	7699017	7699176	160	*	3.73945064324379	2.63671518953128	4.35709444286389	-1.47075826038296	0.0145705571216214	0.0186673185404327	1.41	5.48	11.76	18.89	24.09	18.51
chrX	16149149	16149238	90	*	3.33788668002688	1.61686697523744	4.10058905870707	-1.84739883016405	0.0145908544269388	0.0186685634124806	0	8.22	0.98	15.74	16.56	19.17
chr2R	18536234	18536499	266	*	4.73299279648443	4.02649951077718	5.20516042238301	-1.05192417065064	0.0146670606340697	0.0187412441435335	7.07	21.24	20.59	34.62	43.66	32.39
chr3R	6812366	6812982	617	*	5.58854754929109	4.74954774774004	6.11558684562185	-1.23484864566482	0.0147321378201572	0.0187995312209668	5.65	26.03	49.01	67.67	72.27	68.08
chr3L	16043033	16043354	322	*	5.06570219938794	4.51595068816886	5.4628066057532	-0.872213669309658	0.0151500355131079	0.019307301194805	15.55	24.66	28.43	53.51	39.14	39.66
chr3R	17701544	17701574	31	*	2.70018493581431	0.994320308537109	3.46016099553047	-1.87428292191481	0.0153820505745261	0.0195771552766696	0	2.06	3.92	9.44	9.03	14.54
chr2R	6631641	6632112	472	*	5.01577698481382	4.32804664974237	5.4795775142111	-1.07071035929223	0.0154029387470019	0.0195779458284261	9.89	15.07	35.29	40.92	46.67	46.27
chr2L	18311129	18311439	311	*	4.61100921147821	3.66491889397698	5.177544671465	-1.31833087184779	0.0154940434717044	0.0196678659575118	1.41	15.07	21.57	36.2	40.65	31.73
chr3L	10740903	10741173	271	*	4.69299516008432	3.55145336045579	5.32221196287282	-1.505558727549	0.015548293860431	0.0197108292246409	0	11.65	23.53	37.77	51.19	31.06
chr3L	6818614	6818897	284	*	4.88226814141884	3.70393715414843	5.52209080365056	-1.54084539466454	0.0156999273263557	0.0198769722113494	0	11.65	27.45	40.92	63.23	33.71
chr2L	20769376	20769537	162	*	4.14265462779499	3.33786722145986	4.6561995135582	-1.23147495150064	0.0161323715013093	0.0203977367411843	15.55	8.91	5.88	33.05	24.09	18.51
chr3R	8957768	8958019	252	*	4.40276297710826	3.48802492713477	4.95814706970006	-1.30581040916118	0.0165243008179625	0.0208659798564076	8.48	7.54	17.65	48.79	28.61	15.86
chr4	129181	130030	850	*	5.56143820157275	4.81160876936548	6.05234318241967	-1.16029454865746	0.0171345618316242	0.0216083377667741	32.5	9.59	42.15	78.69	76.78	43.62
chr3L	22134807	22135873	1067	*	5.83190564044469	4.69035129525891	6.4611261197458	-1.53640376177713	0.0172097209750004	0.0216748245917215	49.46	26.03	1.96	89.7	130.98	43.62
chr3R	6961861	6962035	175	*	4.11453811326374	3.29999256023914	4.63197753339698	-1.17094504184453	0.0173940788554952	0.0218784898104275	5.65	15.07	8.82	25.18	24.09	25.12
chr2R	18611826	18612385	560	*	5.93481468336559	3.16809161099124	6.82472603529254	-2.18335405612716	0.0175559251139875	0.0220533467621741	24.02	0	2.94	121.18	158.08	60.81
chr4	359961	360213	253	*	5.23152305048018	4.64777103942672	5.64595492384013	-0.914942122899352	0.0177096133868708	0.0222175149762561	15.55	25.35	34.31	45.64	66.24	38.33
chr2L	23174005	23174312	308	*	4.62504722703465	3.70786659013942	5.18131196085691	-1.26413150976404	0.0185823617119925	0.0232821808220295	4.24	21.24	13.72	39.34	49.68	19.83
chr3L	12391594	12391871	278	*	4.79662454347328	4.17668821045484	5.22883607452004	-0.998574374011048	0.0186378459860585	0.0233214497701198	22.61	13.02	18.63	36.2	51.19	25.12
chr3L	16765773	16765936	164	*	4.26601420525621	3.57064208669525	4.73324149569982	-1.0898907495819	0.0189692514752388	0.023705429398552	12.72	8.22	14.7	33.05	25.59	21.15
chr2R	22257721	22258319	599	*	5.11173985213329	4.44047815007001	5.56806526467506	-1.08053675580763	0.019418662495744	0.0242356950528277	36.74	20.55	7.84	45.64	55.71	40.98
chr3L	3878599	3878848	250	*	4.79548281649867	4.19675564847612	5.21735371268446	-0.969526177284405	0.0197147436218413	0.0245734739854177	25.44	17.81	11.76	39.34	45.17	27.1
chrX	4391597	4391913	317	*	4.61517419097505	4.00871596658167	5.0408406280788	-0.968203911712103	0.02009337417872	0.0250131436296952	9.89	17.81	20.59	28.33	30.11	40.32
chr3L	12558255	12558728	474	*	5.33821136177413	4.8960704503334	5.67616041570967	-0.784445658002881	0.0205199785563197	0.0255094960629374	32.5	20.55	36.27	50.36	48.18	54.86
chr2R	1072030	1072545	516	*	4.97750957428673	4.32291067845083	5.42614407026452	-1.03755283819305	0.0205449150486183	0.0255094960629374	22.61	10.96	26.47	58.23	43.66	27.1
chr2R	5128030	5128300	271	*	4.72666324638179	4.01838490612931	5.19961873755889	-1.1162676288684	0.0206713216791649	0.0256335003107488	24.02	8.91	15.68	40.92	48.18	21.15
chr3L	14200889	14201355	467	*	5.43393803401044	4.98384663205441	5.77649679483771	-0.744070983037475	0.0207939098185333	0.0257524575444912	26.85	30.83	37.25	51.93	66.24	46.27
chr3L	20695029	20695768	740	*	5.94478540351744	3.88399096180781	6.76061983200524	-1.98952528769883	0.021022855719999	0.0259696934197729	0	10.96	33.33	103.87	108.4	113.02
chr3R	6368359	6368452	94	*	3.92975838619654	2.93537631642402	4.51284337152105	-1.3414687198823	0.02102308514934	0.0259696934197729	4.24	8.91	9.8	20.46	36.13	11.9
chr3R	24048077	24048397	321	*	4.67557891722253	3.84377188152546	5.19981806130686	-1.22946696058984	0.021367549075158	0.0263614973264402	8.48	6.17	28.43	36.2	43.66	30.4
chr2R	5259631	5260140	510	*	5.02550906772477	4.22110889937984	5.53889864254517	-1.21973433429434	0.0216235890426379	0.0266433507846788	19.79	4.8	31.37	40.92	60.22	38.33
chr2L	20794172	20794641	470	*	5.58959782700377	5.03215599968425	5.99067558479768	-0.89217070514914	0.02168502654112	0.026685013552512	19.79	27.4	50.98	66.1	73.77	50.89
chr2R	21578123	21578215	93	*	3.45934027227189	1.85769833544042	4.19961873755889	-1.86302830186307	0.0217401974712278	0.0267188686478449	9.89	0	0.98	20.46	24.09	10.58
chrX	23290787	23291452	666	*	5.25013272917896	5.82648697821629	4.27565352768781	1.31036165870413	0.0219376094193749	0.0269272308756241	66.42	54.81	49.01	6.3	7.53	44.28
chr3R	13011092	13011584	493	*	5.12212489924212	4.3080041092907	5.63939555970866	-1.20375636957395	0.0220292796453916	0.0270054367226501	11.31	8.91	39.21	62.95	54.2	32.39
chr3L	19662201	19662566	366	*	4.56208566178806	4.02075363860069	4.95480292616906	-0.893745273048346	0.0222419721976807	0.0272316161507726	16.96	15.07	16.67	36.2	27.1	29.74
chr3L	20688234	20688442	209	*	4.24815464681412	3.61688693690785	4.68579908399145	-1.04852578727733	0.0227366541000807	0.0278020352666809	15.55	7.54	13.72	25.18	25.59	26.44
chr3R	29457573	29457950	378	*	5.03693102573497	4.52064802876006	5.41636248487307	-0.837778761600489	0.0234229895398307	0.0286050668716517	19.79	22.61	26.47	33.05	58.72	36.35
chr2L	18944047	18944632	586	*	5.1312659386962	4.48507077106341	5.57597197487046	-1.00637404017539	0.0235090422644336	0.0286739076104077	15.55	14.39	37.25	53.51	57.21	32.39
chr2R	20110732	20111388	657	*	5.08706164882038	3.06062122936097	5.89815452493619	-1.9601423566539	0.0239790900738255	0.0292103417544961	11.31	0	13.72	62.95	78.29	37.67
chr2R	22311544	22311723	180	*	4.41748447711367	3.24373630125983	5.05600487496727	-1.51847689270109	0.0243900688110245	0.02967355978772	0	6.85	21.57	23.61	28.61	47.59
chr3R	6963678	6964108	431	*	5.3603296653981	4.8712671010548	5.72491564670351	-0.813689819951314	0.0248066572416589	0.0301424287992987	24.02	22.61	41.17	66.1	43.66	48.91
chr2L	21019390	21019514	125	*	3.75598053759493	2.76920724524068	4.33650705044459	-1.40192958469477	0.0252189493633784	0.030604905885708	5.65	2.06	12.74	15.74	21.08	23.79
chr3L	8668183	8668399	217	*	4.46792493966549	3.28636999950744	5.10866055258175	-1.56022002322719	0.0252533806120862	0.0306082379815248	15.55	0	13.72	34.62	39.14	29.74
chr2R	19275282	19275572	291	*	4.36001200536775	1.49899082941222	5.25714345633296	-2.07673883793741	0.0259356693258642	0.0313958102365725	8.48	0	0	39.34	43.66	31.73
chr3L	12420374	12420662	289	*	4.48469561636456	3.84140264637364	4.92803714713454	-1.0087811928719	0.0260041678857944	0.0314393318869554	16.96	19.18	6.86	31.48	30.11	29.74
chr3L	14410592	14410762	171	*	3.83978461167317	2.89904895424822	4.40443869598136	-1.28752354583762	0.0263196796873258	0.0317700781750027	1.41	8.22	12.74	20.46	22.58	20.49
chr3L	3198633	3198964	332	*	4.48881774404433	3.88205507777056	4.91463302664057	-0.937533622329118	0.0263435120270985	0.0317700781750027	8.48	17.13	18.63	31.48	28.61	30.4
chr3R	7323207	7323509	303	*	4.75964308356999	3.93662037530723	5.28043603633483	-1.18795255650778	0.0268750785927137	0.0323707305742661	2.83	13.7	29.41	40.92	40.65	35.03
chr3L	19694249	19694985	737	*	5.73999440976422	5.21732701066911	6.12284572537052	-0.862516744645616	0.0273402856936799	0.032890057260392	26.85	23.98	60.78	72.39	69.26	67.42
chr2R	14459075	14459180	106	*	3.64316638102264	2.80162111842257	4.1711919935719	-1.22267555033467	0.0274678753571067	0.0330024472574192	8.48	7.54	4.9	23.61	16.56	13.88
chrX	23472974	23473588	615	*	4.62236183829791	5.50827779445642	1.90509824758432	2.03226392035459	0.0276852722259946	0.0332223266711935	29.68	50.01	56.86	0	0	11.24
chr3L	19560268	19560446	179	*	4.60502154047566	3.54756616276557	5.20863836249058	-1.40904798481033	0.0282155859936716	0.0337955450249125	0	9.59	25.49	31.48	39.14	40.32
chr3R	16869136	16869309	174	*	4.55482000999294	3.95221561778789	4.978598209315	-0.960229723340503	0.0282329242599425	0.0337955450249125	9.89	13.02	23.53	34.62	25.59	34.37
chr3R	6992954	6993405	452	*	5.2756725079573	4.75923199023422	5.65518862439199	-0.89084807735704	0.0289153214842618	0.0345695551408378	33.92	13.02	34.31	53.51	42.16	55.52
chr2L	6536029	6536382	354	*	5.28438857686742	4.79650952769056	5.64831920290348	-0.827223079423275	0.0289875434466808	0.0346130617669884	29.68	16.44	37.25	48.79	58.72	42.96
chr2R	4515950	4516241	292	*	4.06696366540484	2.88029783023035	4.70914121686901	-1.54806312035265	0.0304951510547685	0.0363682912579091	11.31	0	10.78	33.05	25.59	19.83
chr3R	23200490	23200510	21	*	3.24275353599962	1.92855839608508	3.9188857085257	-1.67074142716566	0.0314109303178705	0.0374142523884869	8.48	0	2.94	14.16	12.04	19.17
chr3R	29256194	29256271	78	*	4.49935496026514	3.77837172609515	4.97787762987409	-1.09770099561695	0.0314548332684349	0.0374204050952071	7.07	9.59	24.51	37.77	21.08	35.69
chr2L	1727946	1728690	745	*	6.13800000618566	5.75197328787344	6.44223742065278	-0.670460277986247	0.0316125274947016	0.0375617485361399	43.81	40.42	77.44	96	78.29	86.58
chr2R	13005575	13005870	296	*	4.15723655356348	2.89356337137888	4.82036961832869	-1.61276468746982	0.0317244249698555	0.0376483962172978	18.37	0	3.92	29.9	27.1	27.76
chr2L	12597811	12598102	292	*	4.70854171890509	4.02320055847547	5.17126547499237	-1.045136772977	0.0322516189583977	0.0382270722868861	12.72	9.59	26.47	45.64	40.65	21.81
chrX	7606082	7606323	242	*	4.4222641419928	3.83637189082183	4.83776629190005	-0.933298539367255	0.0327448652043436	0.0387641418963185	11.31	10.96	20.59	29.9	30.11	25.78
chr2L	7576756	7576957	202	*	4.11037522385482	3.35004806609084	4.60569949462068	-1.09377663318436	0.0331539445393826	0.0391534736344542	4.24	11.65	14.7	31.48	21.08	20.49
chr3L	10739057	10739716	660	*	5.88331331881272	3.60387477410206	6.72651098179168	-1.93518052439381	0.0331548047960492	0.0391534736344542	7.07	0	29.41	92.85	130.98	93.85
chrX	1899715	1900056	342	*	4.19933093853663	3.52141924154714	4.65868972941811	-1.00996937430262	0.0332716107331971	0.039243438300694	5.65	15.07	13.72	26.75	22.58	26.44
chr2L	21828242	21828450	209	*	4.47729732926928	1.70825626401698	5.36739232613543	-1.97698360183099	0.0339468948456501	0.0399910980742658	0	0	9.8	37.77	39.14	46.93
chr2R	10581564	10581873	310	*	4.53050294105328	3.36512024139886	5.16663243003771	-1.50670173808531	0.034013201697965	0.0400056260742939	11.31	0	19.61	39.34	40.65	27.76
chrX	23216754	23217277	524	*	4.86398025771004	5.75048325508078	2.13956350122135	1.96899974954658	0.0340420544855793	0.0400056260742939	69.25	52.07	40.19	0	0	13.22
chr3L	8954202	8954396	195	*	4.44488193146746	3.82172286531691	4.87864505525383	-0.966298524249681	0.0346792588199713	0.0407049380560051	9.89	10.96	21.57	28.33	36.13	23.79
chr3R	13939051	13939121	71	*	4.02633271098732	3.30305872401592	4.50585169464327	-1.06872303747409	0.0348674101502121	0.0408761143265836	4.24	11.65	13.72	20.46	22.58	25.12
chr2R	24402474	24402945	472	*	5.38189674741189	4.85267557353207	5.76823458390281	-0.837788980274878	0.0356199775243945	0.041707755501291	12.72	30.83	43.13	58.23	55.71	49.57
chr2R	11633478	11633498	21	*	3.40335580741323	2.5990310512852	3.91671512958721	-1.23904948284684	0.0359611790430765	0.0420562941351234	8.48	4.8	4.9	12.59	13.55	19.17
chr3L	10697565	10697911	347	*	4.8778562727086	4.32000781998881	5.27914322905133	-0.865365573884992	0.0366262062711283	0.0427822433590205	15.55	19.87	24.51	39.34	52.69	24.45
chr3L	10759738	10760162	425	*	5.04206713268423	4.47451979254663	5.44831757828371	-0.939594170807617	0.0367191746792876	0.0428390371258355	25.44	8.91	32.35	42.49	48.18	40.32
chr4	866775	867118	344	*	4.75325888024858	4.16868168869978	5.16810368634431	-0.98259240309315	0.0370648840460136	0.0431902026398662	32.5	11.65	9.8	39.34	36.13	32.39
chr3R	5600329	5601284	956	*	6.06192995005853	5.7008416160517	6.35049284539006	-0.628920427575634	0.0373318699637265	0.0434488992589877	42.4	41.1	72.54	81.84	84.31	78.65
chr3L	10665577	10665895	319	*	4.80207104607475	4.1367029921268	5.25569099815526	-1.01830845011567	0.0384854753777657	0.0447376284174749	8.48	10.96	33.33	40.92	40.65	33.05
chr2R	5144739	5145200	462	*	4.96144417911634	4.4168392592981	5.35587148045881	-0.886573748748959	0.0394059424839853	0.0457525726436656	26.85	13.7	23.53	47.21	51.19	24.45
chr2R	13476480	13476952	473	*	5.15609729125866	4.6011625787548	5.55588322634581	-0.908757821294009	0.0396066075826216	0.0459303516504351	16.96	13.7	42.15	40.92	46.67	53.54
chr2L	12618721	12618961	241	*	4.41681097595726	3.71933080929253	4.88497895173389	-1.08144068103437	0.0399393777476351	0.0462607181105701	14.13	4.8	20.59	33.05	33.12	22.47
chr2R	19451050	19451480	431	*	5.1658933823501	4.60631804886373	5.56806778144871	-0.882360347689421	0.0403462538865738	0.0466760254544075	12.72	19.18	41.17	56.66	46.67	39
chr2L	13666310	13666620	311	*	3.95843054036322	3.24146846648894	4.435198790035	-1.12099041026177	0.040889897469359	0.0472483743485656	15.55	8.91	3.92	17.31	27.1	20.49
chr2R	25206162	25206564	403	*	5.66973449090946	5.29168864247043	5.96900358712806	-0.690236099119988	0.0410242281483638	0.0473469586515167	48.05	25.35	44.11	59.8	58.72	69.4
chr2L	523274	523591	318	*	4.59829081298324	3.99591214961435	5.02195818015656	-0.95813704886896	0.0415775038758613	0.0479282443246802	18.37	8.91	20.59	39.34	37.64	20.49
chr2R	4744448	4744804	357	*	4.79102230250628	4.22021761600112	5.19892845012767	-0.911384567227628	0.0418411966187792	0.048174726977045	15.55	10.96	29.41	45.64	36.13	28.42
chr2L	510845	511187	343	*	5.40141029050199	4.97270344650874	5.73147825373928	-0.761539907149912	0.0429725893941875	0.0494184778033156	38.16	17.81	38.23	58.23	43.66	57.5
chr3R	16969843	16970144	302	*	5.06194067092284	4.44733523026078	5.49157432359023	-0.93779853996742	0.0430466207066186	0.0494447510137855	7.07	26.03	32.35	58.23	33.12	43.62
chr3R	7322551	7322841	291	*	5.24968208217812	4.8809925400347	5.54306943150311	-0.650931392602609	0.0431963770664833	0.0495578387722361	31.09	23.98	33.33	51.93	43.66	44.28
chr2L	14023817	14024278	462	*	4.96320857439294	2.92131165471252	5.77645066935846	-1.82518962796896	0.0433035763970686	0.0496218918144345	19.79	0	2.94	64.52	49.68	50.23
chr3L	270510	270822	313	*	5.04176149963381	4.61734290562627	5.36928911010681	-0.768165206704888	0.0434061645108397	0.0496805153050606	35.33	15.76	22.55	44.07	37.64	42.3
chr3L	19559739	19559994	256	*	4.57383519948387	3.705525535631	5.11208698889267	-1.21740755097986	0.0435887273546143	0.0498304267746242	1.41	10.28	27.45	26.75	40.65	36.35
chr2R	11181329	11181592	264	*	4.81399839962335	4.32518304200451	5.1784475626054	-0.83161261619278	0.0438863244088732	0.0501113349633233	22.61	13.02	24.51	26.75	48.18	33.71
chr2R	14006997	14007193	197	*	4.35458516236208	3.79576409394401	4.75637214299098	-0.944279565294904	0.0439731400580311	0.0501511845289942	14.13	8.91	18.63	20.46	25.59	35.03
chr3R	6988113	6988344	232	*	4.57791499022319	3.82443721097225	5.07036102160721	-1.07765019232189	0.044115823152824	0.0502545815632406	2.83	17.13	22.55	44.07	31.62	25.12
chr2R	12997984	12998003	20	*	2.90240269958325	1.53882653019444	3.59070143749889	-1.52706823215714	0.0450898324543362	0.0513036256194214	0	4.8	3.92	18.89	6.02	11.24
chrX	13996669	13997060	392	*	4.53344792110476	3.70901008601866	5.0547980207438	-1.17187770189213	0.0453639346245355	0.0515547774674132	1.41	12.33	25.49	26.75	34.63	38.33
chr3R	24603434	24604058	625	*	5.75208664233549	5.26012248431515	6.11827581288929	-0.829771573995578	0.0471690389464054	0.0535432333986224	40.98	17.13	56.86	61.38	78.29	68.74
chr3L	14599798	14599881	84	*	3.82668373247856	2.75025541916189	4.43624832028056	-1.36768952717515	0.0496218443367764	0.0562613868888803	0	5.48	14.7	14.16	31.62	19.17
chr2L	6793907	6794506	600	*	5.8854526738013	4.19030206511549	6.64348083127157	-1.68771238977918	0.0509426200488014	0.0576911734667552	0	18.5	36.27	91.28	117.43	91.21
chr2R	18157591	18158187	597	*	5.21499760459444	4.79038734070328	5.54263901697414	-0.703744742538817	0.0511360537986103	0.0578424215099035	21.2	22.61	39.21	53.51	46.67	39.66
chr2R	14220397	14220572	176	*	4.34220571666758	3.38040616346583	4.91420660375754	-1.26774734863464	0.0532653790791989	0.0601805335561475	0	18.5	12.74	17.31	36.13	37.01
chr3L	9854329	9854614	286	*	4.71390038542705	4.24581093683667	5.06674779219299	-0.74517404981022	0.0534354736696864	0.0603021817347162	16.96	23.29	16.67	31.48	40.65	28.42
chr3L	18195045	18195100	56	*	4.05090409936699	3.51806975518121	4.43915375231553	-0.900421335917951	0.0555166128257235	0.0625776522633009	12.72	8.91	12.74	18.89	21.08	25.12
chr3R	25555996	25556189	194	*	4.59080667512578	4.04191814125712	4.98746319839304	-0.889575401032876	0.0563429865630691	0.0634351107458331	21.2	9.59	18.63	36.2	39.14	19.83
chr2R	13992256	13992446	191	*	4.35390135565729	3.89148875939578	4.70352531346469	-0.805596135273714	0.0597056407360565	0.067142781083854	18.37	14.39	11.76	25.18	22.58	30.4
chr3L	24723153	24723199	47	*	3.24074626839144	2.39925602674348	3.76875058691993	-1.21317624008607	0.0601503531665057	0.0675211907619425	8.48	3.43	3.92	15.74	16.56	8.59
chr3L	9383196	9383361	166	*	4.34574450639134	3.42472321642528	4.90338984082031	-1.25495084058968	0.060181930896514	0.0675211907619425	5.65	2.06	24.51	44.07	22.58	23.13
chr3R	9378786	9379276	491	*	5.04252051655614	4.28084284518491	5.53841001300308	-1.13294886198174	0.0609543118133931	0.0683084283198813	26.85	2.06	29.41	44.07	55.71	39.66
chr3L	24028679	24028715	37	*	3.66179917705621	2.95061229693765	4.13603539862956	-1.06077463541242	0.0614577596995226	0.0687928109730462	5.65	4.8	12.74	17.31	19.57	15.86
chr4	68957	69547	591	*	5.55709293641001	5.1915432920827	5.84849244143674	-0.626476893659109	0.0616739175982798	0.0689548662036323	36.74	28.77	44.11	72.39	54.2	46.27
chr2R	24063128	24063204	77	*	4.32581185144596	3.57666008474886	4.81642997738427	-1.13237395029316	0.0622724057222026	0.0695435189915002	14.13	2.06	19.61	22.03	30.11	32.39
chr2L	16520424	16520721	298	*	3.85623999763377	3.09715942957086	4.35104187093474	-1.15167384601591	0.0631658528006286	0.070459831184073	9.89	2.06	13.72	18.89	16.56	25.78
chr2L	11446661	11446667	7	*	3.06230298641066	1.92855839608508	3.68922677390802	-1.45690277892716	0.0648041024852578	0.0722038788936091	8.48	0	2.94	12.59	13.55	12.56
chr2R	8068049	8068450	402	*	5.02645653276837	4.63302093780371	5.33526650357933	-0.669042090101392	0.067424921364111	0.0750374124858654	22.61	18.5	33.33	40.92	45.17	35.03
chr3R	29567103	29567216	114	*	3.56596111658108	2.86616498746419	4.03516026813252	-1.04186185119991	0.068017477498411	0.0756097620983487	4.24	6.85	10.78	17.31	12.04	19.83
chr2L	8279574	8279901	328	*	5.04010312631501	4.3810992403936	5.49078344399114	-1.03170063967198	0.0688266180162633	0.0764212793146096	29.68	3.43	29.41	47.21	36.13	51.55
chr2L	11357899	11357931	33	*	3.21551233319511	2.46039404542497	3.7086495063185	-1.14323941333668	0.0689668020472859	0.0764890135220185	8.48	4.11	3.92	9.44	16.56	13.22
chr4	625642	625939	298	*	5.25427071848611	4.90709269232711	5.53389619421393	-0.617524992641534	0.0734141968320221	0.0813281125455658	32.5	21.24	36.27	42.49	54.2	42.3
chr2R	14807987	14808168	182	*	4.64253826541795	4.16166237910392	5.00257382739549	-0.756608296593868	0.0749338235564135	0.0829164645538321	16.96	17.13	19.61	44.07	31.62	20.49
chr3L	14600627	14600680	54	*	3.66274437119254	2.70325090151348	4.23394795740988	-1.2833733932849	0.0760884450916411	0.0840977551012876	11.31	1.37	6.86	18.89	31.62	5.95
chr2R	13005255	13005328	74	*	2.60697796305159	1.36512024139886	3.26431811183148	-1.45106649207405	0.0765906004427155	0.0845560228887579	2.83	0	4.9	11.02	10.54	7.27
chr4	1306773	1307098	326	*	3.23081834788834	3.93197138378576	1.81268572298036	1.52693270515328	0.0773924674439387	0.0853437483457132	21.2	8.91	15.68	0	10.54	0
chr3L	12554904	12555053	150	*	4.38859210079755	3.8635280964228	4.77272119380526	-0.85076364269815	0.0789681037386894	0.0869819705947251	15.55	7.54	20.59	29.9	31.62	20.49
chr3L	13494531	13494678	148	*	4.26436923251516	3.45486012603931	4.77980317928247	-1.16637474984348	0.080513990529104	0.0885837298987636	15.55	0.69	16.67	29.9	24.09	28.42
chr3L	12533790	12534051	262	*	5.05378224100175	4.66547829749743	5.35942914187981	-0.65592735900512	0.0818125447955858	0.0899100321644321	16.96	21.92	37.25	44.07	36.13	42.96
chr3R	10664566	10664576	11	*	2.51056814111607	1.31890368700163	3.15414963673164	-1.34388496262546	0.082113191916654	0.0901378902175998	1.41	4.11	1.96	7.87	13.55	5.29
chr3L	18800882	18801300	419	*	4.96248369235937	4.61079893923985	5.24502027529353	-0.60756417585453	0.0831384420549841	0.0911597446369065	24.02	19.87	29.41	40.92	39.14	33.71
chr3L	264028	264295	268	*	4.02738222057385	3.18250444321196	4.5566954742712	-1.1318076115331	0.0834623304158297	0.0914111237887659	0	9.59	17.65	25.18	25.59	19.83
chr2R	25062044	25062145	102	*	3.92403138172617	3.26055603726966	4.37677906327472	-1.02240995809705	0.0846828493890186	0.092642845424453	11.31	2.74	14.7	18.89	25.59	17.85
chr3R	23296192	23296303	112	*	3.29797819192838	2.27058582847468	3.89195710987221	-1.31819763321442	0.0851196060166118	0.0930153160769763	5.65	0	8.82	12.59	18.07	13.88
chr3L	12734681	12734833	153	*	3.88197605193583	3.15042463564176	4.36507628274406	-1.04224849204755	0.0852263240959442	0.0930266995216746	2.83	6.17	17.65	26.75	16.56	18.51
chr3R	31505257	31505340	84	*	4.06784852612084	3.52681988370828	4.46040697943231	-0.825646260105199	0.0874245220628617	0.0953183841001404	9.89	10.96	13.72	26.75	24.09	15.2
chr2L	10231126	10231661	536	*	5.59437962929128	5.25355922897668	5.86987284731758	-0.577645239859672	0.0900616967499246	0.0980829752654196	33.92	31.51	49.01	58.23	72.27	44.94
